ID,Header,Content,Time,Time since occasion,Comments,Likes,Link,label,news refutation,Topic
124,"""Мы выучили уроки"": самая послушная страна ЕС извинилась перед Москвой","Москва готова продлить газопровод ""Турецкий поток"" в Болгарию. Россия может вернуться к проекту строительства атомной электростанции Белене. Об этом Владимир Путин рассказал после переговоров с болгарским премьером Бойко Борисовым. Оба крупномасштабных проекта София в свое время свернула, а сейчас об этом жалеет. Борисов прилетел в Россию вслед за президентом Болгарии, который был в Сочи на прошлой неделе.
Путин жмет руку, а болгарский премьер раскрывает объятия, словно и не было многих лет прохлады в отношениях. Бойко Борисов, который сам ранее сделал все для того, чтобы проект ""Южный поток"" был сорван, а болгарская АЭС ""Белене"" так и не достроена, теперь в Кремле заявляет, и это прямые цитаты, — ""мы выучили уроки"".
""Я несу вину за создание определенной напряженности. Спасибо, что нет злопамятности"", — повинился премьер Болгарии Бойко Борисов.
Болгария теперь просит Россию продлить вторую ветку ""Турецкого потока"" до своей территории, чтобы быть страной-транзитером газа в другие страны Европы. Метаморфозы, произошедшие с болгарским руководством, вряд ли стоит считать неожиданными. Все предельно ясно: в прошлые годы, следуя за сигналами и указаниями от руководства Евросоюза, Болгария наносила сама себе ущерб, но надеялась на ответную поддержку. Ущерб в итоге огромен, а вот никаких компенсаций от ЕС толком так и не поступало. И болгарский премьер сегодня красочно описал, что происходит.
""Мы самая лояльная, самая дисциплинированная страна в Европейском союзе, и в связи с этим нас обошли все ""Потоки"". Я очень благодарен, что на нас не держат зла по этому поводу. Но старшие всегда больше прощают"", — продолжил болгарский премьер-министр Бойко Борисов.
""Меня очень смущает — кто старше, кто младше, — имея в виду, что старшие вас все время побуждают к тому, чтобы заплатить. Но мы понимаем о чем идет речь, мы понимаем и болгарская сторона это прекрасно понимает, что при реализации проектов большого масштаба нужны гарантии, прежде всего финансовые гарантии. Общие потери ""Газпрома"" в связи с отказом от ""Южного потока"" составила примерно 800 миллионов евро. Списали это в убыток"", — подчеркнул Путин в ответ.
Так что Россия тоже учтет уроки, хоть и готова к возобновлению сотрудничества с Болгарией. Конкретных решений пока не принято, но детальное обсуждение началось.
""Это интересно и самим болгарам, и Москве. И поэтому работа будет вестись уже в конкретном плане"", — добавил пресс-секретарь президента России Дмитрий Песков.
Цена, объемы поставок — все еще предстоит обсуждать, учитывая в целом всю картину российских энергопоставок в Европу.
""Сейчас активно дискутируется вопрос строительства ""Северного потока-2"". Сколько будет по нему поставляться? Вопрос, сколько мы сохраним транзита через Украину? А мы готовы сохранить украинский транзит. Тоже вопрос: сколько потребуется нашим потребителям сейчас и на ближайшую перспективу? Но то, о чем мы сегодня говорили с господином премьер-министром, это абсолютно реальные вещи, потому что работа по ""Турецкому потоку"" завершается"", — добавил вопросов в диалог с Болгарией Владимир Путин.
Может быть возобновлено и сотрудничество между Россией и Болгарией и по поводу АЭС ""Белене"". Ситуация вокруг нее ранее тоже была доведена до абсурда болгарской стороной — блоки были изготовлены и доставлены в страну. И на этом все окончательно забуксовало. Теперь в Софии, наконец, поняли, что сотрудничество с Россией является слишком важным для страны.
""Только одна наша компания ""Лукойл"" проинвестировала свыше 3 миллиардов долларов. 25% доходной части бюджета Болгарии формируется за счет деятельности только одной российской компании. Мне кажется, это о многом говорит"", — подчеркнул Владимир Путин.
Болгария, впрочем, тоже в последние месяцы многократно сигнализировала, что не на словах, а на деле готова к реанимации отношений с Россией. И, к примеру, отказалась вслед за Евросоюзом высылать российских дипломатов.
""Затрагивался ли вопрос по так называемому ""делу Скрипаля""?"" – поинтересовалась у президента России болгарская журналистка.
""Значит, про Скрипаля мы не говорили. Надеюсь, мы когда-нибудь составим предметную дискуссию по этому вопросу с британскими нашими коллегами"", — рассчитывает глава российского государства.
После нескольких лет полного отсутствия встреч на высшем уровне между президентами России и Болгарии, теперь контакты резко активизируются. Болгария пригласила Путина приехать с официальным визитом.",30/05/2018,,,,https://www.vesti.ru/doc.html?id=3023067&cid=5#,Fake,https://theins.ru/antifake/104709,Политика
125,Малайзия считает обвинения против России по делу MH17 бездоказательными,"Международное следствие не представило фактов, которые бы указывали на причастность Москвы к катастрофе, заявил министр транспорта страны Энтони Лок.
Министр транспорта Малайзии Энтони Лок назвал обвинения против России по делу о крушении ""Боинга"" рейса MH17 бездоказательными, сообщает ChannelNews Asia.
Представление доклада об обстоятельствах крушения лайнера Boeing 777 Malaysia Airlines (рейс MH17) на Востоке Украины. 
По его мнению, следствие не представило материалы, свидетельствующие о причастности Москвы к трагедии.
""Ответственные (за расследование. — Прим. ред.) не имеют права просто взять и указать пальцем на Россию"", — заявил Лок.
Малайзийский Боинг-777, летевший из Амстердама в Куала-Лумпур, потерпел крушение 17 июля 2014 года под Донецком на востоке Украины. На борту находились 298 человек, в основном граждане Нидерландов, Малайзии и Австралии, все они погибли.
Сразу после катастрофы Киев обвинил в катастрофе ополченцев. Те заявили, что не располагают средствами, которые позволили бы сбить воздушное судно на такой высоте.
Причиной исчезновения в марте 2014 года малайзийского Boeing 777-200 могли быть действия пилота, считают зарубежные эксперты. Эту версию в эфире радио Sputnik прокомментировал генерал-майор, заслуженный военный летчик России Владимир Попов.
На прошлой неделе международная следственная группа JIT представила промежуточные результаты расследования. По мнению экспертов, самолет сбили из ЗРК ""Бук"", принадлежавшего 53-й зенитно-ракетной бригаде из Курска.
В Минобороны России отметили, что выводы JIT основаны на непроверенной информации из соцсетей. Кроме того, следствие проигнорировало показания очевидцев и данные российской стороны.
Российский МИД доклад международной группы назвал голословным. В Кремле подчеркнули, что Москва признает результаты работы JIT только в том случае, если будет допущена к расследованию.",31/05/2018,,,,https://tass.ru/mezhdunarodnaya-panorama/5253480,Half-Fake,https://theins.ru/antifake/104844,Украина
126,В Минобороны раскритиковали подход голландских следователей к делу по MH17,"Минобороны РФ выразило озабоченность нацеленностью голландского следствия по малазийскому Boeing на обоснование своих выводов за счет только изображений из социальных сетей.
Международная следственная группа (JIT), занимающейся крушением рейса МН17 на востоке Украины, объявила промежуточные результаты расследования""Вызывает озабоченность нацеленность голландского следствия на обоснование своих выводов за счет использования только изображений из социальных сетей, подвергнутых искусной обработке компьютерными средствами графического редактирования. Причем часть использованных в ходе брифинга изображений, подготовленных украинскими спецслужбами, ранее не раз демонстрировались псевдорасследователями из Bellingcat"", — говорится в сообщении.Киев обвинил в катастрофе ополченцев, те заявили, что не располагают средствами, которые позволили бы сбить воздушное судно на такой высоте. В докладе международной следственной группы утверждается, что поразивший Boeing ЗРК ""Бук"" был якобы доставлен из России, а потом возвращен обратно.
Москва заявила о предвзятости следствия, выводы которого основаны только на данных, полученных от Украины. Эксперименты концерна ""Алмаз-Антей"", ведущего предприятия по производству систем ПВО, в том числе комплексов ""Бук"", также подтверждают, что Boeing был сбит с территории, контролировавшейся украинской армией.",25/05/2018,16:07,,,https://ria.ru/20180524/1521267791.html,Half-Fake,https://theins.ru/antifake/103943,Украина
127,В украинском Ковеле костями советских военнопленных штукатурили школу,"В городе Ковель на западе Украины использовали в строительных и отделочных работах песок с останками расстрелянных нацистами советских военнопленных, пишет портал ""Украина.ру"".
Лагерь военнопленных Stalag 301 находился в Ковеле, на Брестской улице, в 1942-1944 годах. После освобождения в городе обнаружили массовые захоронения местных жителей и военнопленных.
Часть территорий, где были расположены расстрельные ямы, раздали под застройку. Кроме того, некоторые местные бизнесмены набирали песок из карьера, в котором и рядом с которым находились массовые захоронения.
Крупные кости просеивались, а мелкие оставались в песке. В течение всего 2017 года эту смесь использовали для строительства жилых домов, а также, как рассказал председатель Волынской областной организации ветеранов Украины Александр Булавин, для штукатурных работ в средней школе.
Активисты-поисковики вызвали на стройки полицию, правоохранители зафиксировали наличие костей, однако делу ход не дали. Неоднократные обращения в органы власти ни к чему не привели.
Тех, кто попытался раскрыть общественности глаза на этот бизнес, начали травить в местных СМИ. Их называли сепаратистами, Булавину и его единомышленникам ставили в вину то, что они приняли участие в форуме ""Великая Победа, добытая единством: подвиг партизан и подпольщиков в Великой Отечественной войне"" 25 апреля в Брянске.",18/05/2018,5:57,,,https://ria.ru/20180518/1520809532.html,Fake,https://theins.ru/antifake/103303,Украина
128,Путин не увидел ничего необычного в законе о наказании за поддержку санкций против РФ,"Президент РФ Владимир Путин заявил, что не видит препятствий для принятия закона, предусматривающего ответственность за выполнение антироссийских санкций.
""Насколько известно, в Европе такой закон есть. Наши коллеги из Брюсселя хотят активизировать этот закон для защиты интересов от так называемых трансграничных санкций со стороны США. Ничего не вижу необычного, если Россия примет аналогичный закон"", - сказал Путин в пятницу на брифинге в Сочи по итогам переговоров с канцлером ФРГ Ангелой Меркель.
Вместе с тем он отметил, что подобный закон ""должен быть сбалансированным, не должен наносить никакого ущерба нашей собственной экономике и тем партнерам, которые добросовестно работают в России"".
""Я уверен, что так оно и будет. Как вы знаете, парламент отодвинул принятие этого закона для дополнительных консультаций с правительством РФ, которое сегодня только окончательно сформировано"", - отметил президент.
Законопроект введении уголовной ответственности за исполнение санкций иностранных государств на территории РФ, а также за содействие введению антироссийских санкций был внесен в Госдуму 14 мая, на следующий день он был принят в первом чтении.",18/05/2018,16:32,,,https://www.interfax.ru/russia/613323,Fake,https://theins.ru/antifake/103316,Политика
129,"Германия владеет формулой ""Новичка"" уже четверть века, сообщили СМИ","Немецкая разведка получила образец нервно-паралитического вещества ""Новичок"" в начале 1990-х годов и выяснила его формулу, пишет газета Zeit. По информации издания, пробу привез в Германию перебежчик, завербованный разведкой.
Образец отравляющего вещества доставили в лабораторию в Швеции. Там планировалось провести анализ. Однако позднее, как отмечает газета, разведке и Вооруженным силам Германии передали только формулу вещества. По информации издания, текущее местонахождение пробы неизвестно. Правительство Швеции затруднилось сразу предоставить информацию на этот счет.
После получения формулы ""Новичка"" Германия передала сведения партнерам по НАТО, некоторые из них стали производить отравляющий газ в небольших количествах, пишет газета.
Правительство Германии не стало комментировать результаты журналистского расследования.
Инцидент в Солсбери
Бывшего разведчика Сергея Скрипаля и его дочь Юлию нашли 4 марта без сознания в центре британского города Солсбери. В Лондоне заявили, что россиян отравили нервно-паралитическим веществом ""Новичок"", и обвинили в этом Москву.
В России отвергли обвинения. По заявлениям МИД, исследования под кодовым названием ""Новичок"" никогда не проводились на территории СССР или России.
С обвинениями Великобритании в адрес России также не согласилась Чехия. В мае президент страны Милош Земан заявил, что республиканское оборонное НИИ производило и испытывало отравляющее вещество А-230, которое военная разведка классифицировала как ""Новичок"".
В ответ на это глава парламентского комитета по международным делам Лубомир Заоралек заявил, что химвещество ""Новичок"" никогда не производилось и не складировалось в Чехии. Заоралек добавил, что Земан не относится к тем политикам, которых возглавляемый им комитет может вызвать на свое заседание.",16/05/2018,21:07,,,https://ria.ru/20180516/1520721092.html,Fake,https://theins.ru/antifake/103143,"Великобритания
"
130,Хакеры Fancy Bears: в Швеции скрыли положительные допинг-пробы двух спортсменов,"Хакерская группа Fancy Bears на своем сайте опубликовала ряд документов Шведского союза спортивных организаций (RF), из которых следует, что спортивные функционеры скрыли положительные допинг-пробы лыжника Бьорна Сандстрёма и легкоатлетки Марии Нильссон.
В материалах отмечается, что Сандстрём и Нильссон в разное время сдали положительные допинг-тесты, которые показали наличие запрещенного препарата тербуталина (аналог сальбутамола, который назначается при лечении бронхиальной астмы и бронхита - ред.), однако в отношении спортсменов не последовало никаких расследований и санкций.
Также сообщается, что, согласно информации из документов, подавляющая часть лыжников, горнолыжников и биатлонистов из Швеции используют терапевтические исключения, так как страдают хроническим воспалительным заболеванием дыхательных путей.
По мнению хакеров, местные функционеры, чтобы отвести удар от шведского спорта, начали атаку на норвежских лыжников, выдав новость о десятках тысяч доз сальбутамола, которые сборная Норвегии брала с собой на Олимпийские игры-2018 в Пхенчхане.",14/05/2018,20:06,,,https://rsport.ria.ru/20180514/1136909016.html,Fake,https://theins.ru/antifake/102821,Политика
131,Никакого сговора не было. Штаты не нашли связь между Трампом и Россией,"Доказательств сотрудничества президента США Дональда Трампа с Россией нет, заявил в своем микроблоге Twitter глава Соединенных Штатов. Зато из доклада Комитета Конгресса по разведке, который опубликован сегодня, следует, что предвыборный штаб Хиллари Клинтон оплатил ""оппозиционные исследования, связанные с Россией"". Трамп назвал это настоящей охотой на ведьм и призвал немедленно ее прекратить.
Несмотря на это, Штаты продолжают считать, что Москва вмешивалась в выборы президента США. Авторы того же доклада обвиняют Россию в желании посеять хаос и раздор в ряде государств, особенно в Европе, странах Балтии и на Украине. Для этого Кремль якобы использует обширные медиаресурсы, хорошо подготовленных и опытных техников, а также сотрудников спецслужб, пишет агентство ""Интерфакс"".
Правда, о каких-то конкретных доказательствах пока ничего не сообщается. Есть только данные, что во время расследования были опрошены 73 свидетеля, проанализированы более 300 тысяч документов и 20 человек давали показания в суде. Вся эта информация должна помочь Соединенным Штатам предупредить неизбежные враждебные действия в будущем.",27/04/2018,19:49,,,https://www.vesti.ru/doc.html?id=3012053#,Half-Fake,https://theins.ru/antifake/101209,Политика
132,"Безвиз - всё? Евросоюз ужесточает правила въезда для граждан Украины, Грузии и Молдавии","Жителям Украины, Молдавии, Грузии и ряда других стран станет сложнее ездить в Европу. Как сообщает сайт Совета Евросоюза, послы ЕС уже одобрили изменение процедуры. Если Европарламент и Совет ЕС тоже скажут ""Да"", то, минимум за 4 дня до поездки, гражданам, так называемых, третьих стран придётся заполнять заявление через интернет и платить сбор 7 евро. И это — еще не гарантия въезда. Право решить — пускать гостя в Евросоюз или нет — останется за пограничниками. То есть, по сути, безвизовый режим уйдёт в прошлое, отмечает телеканал ""Россия 24""",03/04/2018,6:10,,,https://www.vesti.ru/doc.html?id=3013313&cid=9#,Half-Fake,https://theins.ru/antifake/101578,Политика
133,"Министр иностранных дел Канады пыталась скрыть, что ее дед был нацистом и связан с концлагерем «Аушвиц»","Фриланд, вероятно, пришлось в ”Аушвице“ особенно тяжело, потому что она знала: ее дед Михайло Хомяк был среди тех, кто в годы Второй мировой войны обслуживал нацистский режим, содействуя тому, что происходило в этом концлагере.
Логично было бы посочувствовать нынешнему министру иностранных дел Канады — ведь внучка Хомяка не несет ответственности за его дела. Если бы не одно «но»: Христя Фриланд не просто старается скрывать прошлое своей семьи, она публично лгала об этом прошлом, что, вообще-то, для политика такого уровня еще недавно в западном мире считалось самоубийственным».
На сайте «Первого канала» сюжет озаглавлен так: «Министр иностранных дел Канады пыталась скрыть, что ее дед был нацистом и связан с концлагерем ”Аушвиц“",11/05/2018,16:02,,,https://www.1tv.ru/news/2018-05-10/345295-ministr_inostrannyh_del_kanady_pytalas_skryt_chto_ee_ded_byl_natsistom_i_svyazan_s_kontslagerem_aushvits,Fake,https://theins.ru/antifake/102415,Политика
134,Беглый химик в осадке: Григорию Родченкову уже не верят в Спортивном арбитражном суде,"Григорий Родченков — закомплексованный подонок, а его показания против наших спортсменов — злонамеренная ложь. Это следует из мотивировочной части вердикта Спортивного арбитражного суда в Швейцарии по делу наших олимпийцев. Суд, напомню, не обычный. Суд, в котором не действуют элементарные нормы права вроде презумпции невиновности. Суд, который заранее считает тебя преступником, и ты должен доказывать обратное. И мы доказали",24/04/2018,21:00,,,https://www.1tv.ru/news/2018-04-24/344495-beglyy_himik_v_osadke_grigoriyu_rodchenkovu_uzhe_ne_veryat_v_sportivnom_arbitrazhnom_sude?start=auto,Fake,https://theins.ru/antifake/100737,Россия
135,Исследование: Россия опередила США в рейтинге эффективности правительств,"Россия опередила европейские страны и США в рейтинге эффективности работы правительств и заняла 16 строчку, говорится в совместном исследовании Gallup International и ""Ромир"", которое есть в распоряжении РИА Новости.
Глобальный опрос жителей планеты, посвященный итогам уходящего года и оценке гражданами деятельности правительств их стран проживания был проведен в ноябре-декабре 2017 года. На вопросы исследователей ответили почти 54 тысячи человек в 52 странах мира.
Лидером в индексе правительств стали Филиппины, на второй строчке оказался Вьетнам, а замкнула тройку лидеров Индия. Среди европейских стран наиболее высоко оказались Албания (17 место), Сербия (18 место), Польша (21), Германия (24), Франция (25). США заняли в рейтинге 41 строчку. Замыкают список Хорватия, Япония и Латвия.
В России почти каждый второй опрошенный (46%) согласен с оценкой действующего правительства как эффективного. Каждый третий россиянин (33%) считает, что власть уважает его мнение. И четверо из десяти респондентов (44%) согласны с тем, что ""правительство ведет страну в правильном направлении"".
На вопрос ""насколько вы согласны с утверждением, что вашему правительству подходит определение ""эффективное""?"" наибольшее количество положительных ответов было зафиксировано на Филиппинах (78%), в Бангладеш (75%) и Вьетнаме (75%). Наименьшее количество согласившихся с этим суждением проживает в Латвии (3%), Японии (6%) и Хорватии (10%).
Оценка выбранного правительством курса развития как ""правильного"" вновь оказалась наиболее высока на Филиппинах (79%), во Вьетнаме (76%) и Индии (74%). Стратегию развития страны, претворяемой в жизнь действующим правительством, в наименьшей степени разделяют жители Мексики (8%), ЮАР (8%) и Латвии (9%).",26/04/2018,3:35,,,https://ria.ru/20180426/1519429184.html,Fake,https://theins.ru/antifake/100924,Политика
136,В Константинопольском патриархате ответили на обращение президента Украины по вопросу автокефалии УПЦ,"Вселенский константинопольский патриархат ответил на запрос украинского президента Петра Порошенко о предоставлении Украинской церкви так называемой автокефалии, то есть, административной самостоятельности. Как там заявили, вынести подобный вердикт без согласования с другими православными церквями невозможно. Этого требуют многовековые традиции. Всего таких церквей пятнадцать, в том числе, Русская православная церковь, где идея Порошенко поддержки не находит. Таким образом, учитывая, что решение должно быть единогласным, задача для Киева становится едва ли выполнимой, считают аналитики. Так что Порошенко явно поторопился объявить о начале соответствующей процедуры.

На Украине есть Каноническая православная церковь, которая относится к Московскому патриархату. Ее представитель протоиерей Николай Данилевич заявил, что Константинопольский патриархат, ответственный за общеправославное единство, не сделает ничего, что этому единству может помешать.",23/04/2018,12:12,,,https://www.1tv.ru/news/2018-04-23/344393-v_konstantinopolskom_patriarhate_otvetili_na_obraschenie_prezidenta_ukrainy_po_voprosu_avtokefalii_upts,Half-Fake,https://theins.ru/antifake/100407,Украина
137,Участников химической постановки в Думе напугали и накормили,"Мы еще снимали, как дети в квартале были разбросаны: кто в машинах, кто рядом с машинами, кто под машинами. Все они были якобы погибшими. Их лица были желтыми. Мы снимали других людей, которых мы привезли с собою. Мы положили их на землю, брызгали водой, чтобы они выглядели так, как будто бы они действительно пострадали от химической атаки. Мы не смогли снять видео ни с первого, ни со второго, ни с третьего дубля. Пришлось много с ними поработать, чтобы вид у них был на самом деле очень болезненный. Нужно было добиться, чтобы было видно, что человек не играет, а на самом деле сильно болен и говорит правду. У нас это получилось только с пятого или даже с седьмого раза",22/04/2018,,,,http://vesti7.ru/article/827146/episode/22-04-2018/,Fake,https://theins.ru/antifake/100534,Сирия
138,Великобритания выдвинула новую версию отравления Скрипалей: яд был жидким,"Из Лондона приходят все новые версии того, как же были отравлены бывший полковник ГРУ и его дочь. Теперь на официальном уровне говорится: яд был жидким. Состоятельность этой версии, впрочем, ставят под сомнение химики. Указывают и на другие нестыковки.
В руках противогаз, в сумке, видимо, костюм химзащиты. Военные эксперты дом Сергея Скрипаля изучали полтора месяца. И вот миссия выполнена. Время подводить итоги.
Как писали британские газеты, всю информацию об отравлении Скрипалей журналистам дают только с разрешения спецслужб. Скотленд-ярд комментирует это дело крайне редко. Вот и в этот раз новые подробности сообщили не полицейские, которые расследуют дело. Заявление опубликовано на сайте департамента окружающей среды, продовольствия и сельского хозяйства.
Смысл документа таков: специалисты проверили все потенциально опасные места, угрозы здоровью нет. Самую главную информацию представитель департамента британским журналистам сообщил лично. Он заявил, что отравляющее вещество было в жидком состоянии.
Спикер департамента заявил: ""Чтобы отравить человека, необходим прямой контакт. Только малая доля вещества передается при каждом первичном контакте, и все меньше и меньше при вторичном и так далее. В этом виде яд почти не испаряется и может передаваться, только если дотронуться до отравленного человека или предмета"".
Это заявление журналисты трактуют, как им вздумается. Газета Times пишет: в жидком виде было нервно-паралитическое вещество «Новичок». Так в Британии называют целый класс химических соединений. На Западе ему присвоили обозначение А-234. Его разрабатывали в СССР. А значит, по версии Лондона, за отравлением стоит Россия. Правда, сами того не подозревая, британцы доказали полную несостоятельность своей же версии. Ведь А-234, по словам экспертов, в жидкой форме быстро разлагается и теряет свой эффект.
«Применять его в жидкой форме практически невозможно, оно очень быстро испаряется, – отмечает эксперт по биологической химии, кандидат биологических наук Илья Духовлинов. – Как только начинаешь им пользоваться, то мгновенно происходит отравление всего вокруг сразу».
Раньше говорили, что на дверную ручку дома Скрипаля нанесли ядовитый гель. Но и в этом случае А-234 никак не подходит. Одним из создателей этого вещества был Леонид Ринк. Он обращает внимание на то, что А-234 – фосфорорганическое боевое отравляющее вещество. После его применения у пострадавшего сужаются зрачки, делая человека слепым на длительное время. Однако, как известно, Сергей Скрипаль идет на поправку, а его дочь уже выписана из больницы.
«С самого начала нас насторожило, почему они все при фосфорном отравлении говорят, что будут сильные умственные недочеты, – замечает профессор химии, доктор наук Леонид Ринк. – Они все говорили, что с башкой будет конец и так далее. Потому что для ФОСа это не характерно, зато характерно для BZ».
BZ – это нервно-паралитическое вещество, которое стояло на вооружении США и Британии. По словам специалистов, BZ, в отличие от А-234, в жидком виде можно и транспортировать, и применять. Как установили эксперты швейцарской лаборатории, этим веществом и были отравлены Скрипали. Правда, почему-то их выводы не вошли в отчет ОЗХО. Швейцарские специалисты в пробах также нашли следы того самого А-234. Вещество было в чистом виде.
Эксперт по химическому и биологическому оружию, бывший инспектор ООН в Ираке и Ливии Игорь Никулин считает, что такое в принципе невозможно: «Такое может быть, только если его добавили туда искусственно, уже после анализа. BZ – устойчивое вещество, а «Новичок» – не устойчивое. Получается, что устойчивое разложилось, а неустойчивое сохранилось полностью, да еще в идеальном состоянии. Любой химик скажет, что это невозможно».
«Блокируя часть нервной системы, BZ приводит к тому, что начинает действовать другая часть нервной системы, которая приводит к появлению симптомов, которые могут напоминать действия амфетамина или кокаина, – заметил эксперт по химическому оружию, бывший инспектор ООН в Ираке Антон Уткин. – Это потеря ориентации, галлюцинации, вспышки агрессии, негативное поведение, сильная дезориентация человека и ступор».
Эти симптомы объясняют и странное поведение пострадавших. Свидетели рассказывали, что Сергей Скрипаль ругался в ресторане из-за пустяка. А это цитата из интервью ВВС другого очевидца. Фрея Черч заявила, что пострадавшие выглядели так, словно они приняли наркотики: «Я проходила мимо скамейки, на которой сидели пожилой мужчина и девушка. Они странно себя вели – размахивали руками, смотрели куда-то вверх. Было понятно, что с ними что-то не так».
Однако факты, которые противоречат официальной версии, в Британии стараются не замечать. В том же докладе департамента окружающей среды сказано, что специалисты проведут дезинфекцию в девяти местах, якобы зараженных отравляющим веществом. Такая формулировка крайне удивила российских дипломатов. В нашем посольстве считают, что власти королевства заметают следы постановочной провокации. Дипломаты задают логичный вопрос. В заявлении департамента сказано, что отравляющее вещество почти не испаряется и не исчезает со временем. Тогда почему, кроме одного полицейского и Скрипалей, больше никто не пострадал?",18/04/2018,12:03,,,https://www.1tv.ru/news/2018-04-18/344170-velikobritaniya_vydvinula_novuyu_versiyu_otravleniya_skripaley_yad_byl_zhidkim,Fake,https://theins.ru/antifake/100688,Великобритания
